"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Greg Laswell","Mohammad","M","1","Rodriguez","251.08853","free","Sacramento--Roseville--Arden-Arcade, CA","193","Comes And Goes ( In Waves )","88"
"Pavement","Mohammad","M","3","Rodriguez","99.16036","free","Sacramento--Roseville--Arden-Arcade, CA","193","Mercy:The Laundromat","88"
"Sixx A.M.","Mohammad","M","4","Rodriguez","280.58077","free","Sacramento--Roseville--Arden-Arcade, CA","193","Courtesy Call (Explicit)","88"
"Leonard Cohen","Mohammad","M","5","Rodriguez","267.67628","free","Sacramento--Roseville--Arden-Arcade, CA","193","I'm Your Man","88"
"The Tallest Man On Earth","Joseph","M","0","Gutierrez","203.62404","free","Columbia, SC","167","The Wild Hunt","75"
"My Chemical Romance","Joseph","M","1","Gutierrez","161.90649","free","Columbia, SC","167","Teenagers (Album Version)","75"
"Wendy Rene","Joseph","M","2","Gutierrez","182.46485","free","Columbia, SC","167","After Laughter (Comes Tears) (LP Version)","75"
"Jack Johnson / Paula Fuga","Joseph","M","3","Gutierrez","178.33751","free","Columbia, SC","167","Country Road","75"
"Tub Ring","Joseph","M","4","Gutierrez","233.69098","free","Columbia, SC","167","Invalid","75"
"No Doubt","Mohammad","M","0","Rodriguez","44.93016","free","Sacramento--Roseville--Arden-Arcade, CA","205","BND","88"
"Katy Perry","Mohammad","M","1","Rodriguez","179.40853","free","Sacramento--Roseville--Arden-Arcade, CA","205","I Kissed A Girl","88"
"Neutral Milk Hotel","Joseph","M","5","Gutierrez","248.37179","free","Columbia, SC","167","Ghost","75"
"Dwight Yoakam","Ava","F","0","Robinson","239.3073","free","New Haven-Milford, CT","156","You're The One","50"
"Ella Fitzgerald","Joseph","M","6","Gutierrez","427.15383","free","Columbia, SC","167","On Green Dolphin Street (Medley) (1999 Digital Remaster)","75"
"Tony Rohr","Ava","F","1","Robinson","403.09506","free","New Haven-Milford, CT","156","Van Comp","50"
"Braid","Joseph","M","7","Gutierrez","222.74567","free","Columbia, SC","167","Divers","75"
"Fourmost","Joseph","M","8","Gutierrez","113.6322","free","Columbia, SC","167","Hello Little Girl","75"
"Catupecu Machu","Joseph","M","9","Gutierrez","212.32281","free","Columbia, SC","167","Hormigas","75"
"Creed","Joseph","M","10","Gutierrez","329.87383","free","Columbia, SC","167","Weathered","75"
"Ennio Morricone","Joseph","M","11","Gutierrez","215.01342","free","Columbia, SC","167","Chi Mai (El Profesional)","75"
"Down To The Bone","Sylvie","F","0","Cruz","333.76608","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Keep On Keepin' On","10"
"Three Drives","Sylvie","F","1","Cruz","411.6371","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Greece 2000","10"
"Sebastien Tellier","Sylvie","F","2","Cruz","377.73016","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Kilometer","10"
"Lonnie Gordon","Sylvie","F","3","Cruz","181.21098","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","10"
"Charttraxx Karaoke","Ava","F","0","Robinson","225.17506","free","New Haven-Milford, CT","207","Fireflies","50"
"Ska-P","Ava","F","1","Robinson","220.21179","free","New Haven-Milford, CT","207","NiÃÂ±o Soldado","50"
"Dwight Yoakam","Ava","F","2","Robinson","239.3073","free","New Haven-Milford, CT","207","You're The One","50"
"Radiohead","Ayleen","F","0","Wise","130.82077","free","Columbia, SC","70","Pop Is Dead","71"
"Scouting for Girls","Ayleen","F","1","Wise","201.1424","free","Columbia, SC","70","The Mountains Of Navaho","71"
"Alliance Ethnik","Ayleen","F","2","Wise","195.94404","free","Columbia, SC","70","SinceritÃÂ© Et Jalousie","71"
"OutKast","Ayleen","F","3","Wise","227.52608","free","Columbia, SC","70","Ova Da Wudz","71"
"Bloodhound Gang","Kaleb","M","0","Cook","260.20526","free","Yuba City, CA","53","Uhn Tiss Uhn Tiss Uhn Tiss","54"
"Rammstein","Isaac","M","0","Valdez","228.46649","free","Saginaw, MI","112","Adios","3"
"Gershon Kingsley","Isaac","M","1","Valdez","146.57261","free","Saginaw, MI","112","Pop Corn","3"
"The Rakes","Isaac","M","2","Valdez","150.59546","free","Saginaw, MI","112","Strasbourg","3"
"Des'ree","Kaylee","F","1","Summers","246.30812","free","Phoenix-Mesa-Scottsdale, AZ","139","You Gotta Be","8"
"Mr Oizo","Kaylee","F","3","Summers","144.03873","free","Phoenix-Mesa-Scottsdale, AZ","139","Flat 55","8"
"Tamba Trio","Kaylee","F","4","Summers","177.18812","free","Phoenix-Mesa-Scottsdale, AZ","139","Quem Quiser Encontrar O Amor","8"
"The Mars Volta","Kaylee","F","5","Summers","380.42077","free","Phoenix-Mesa-Scottsdale, AZ","139","Eriatarka","8"
"Infected Mushroom","Kaylee","F","6","Summers","440.2673","free","Phoenix-Mesa-Scottsdale, AZ","139","Becoming Insane","8"
"Blue October / Imogen Heap","Kaylee","F","7","Summers","241.3971","free","Phoenix-Mesa-Scottsdale, AZ","139","Congratulations","8"
"Girl Talk","Kaylee","F","8","Summers","160.15628","free","Phoenix-Mesa-Scottsdale, AZ","139","Once again","8"
"Black Eyed Peas","Sylvie","F","0","Cruz","214.93506","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","9","Pump It","10"
"Fall Out Boy","Ryan","M","1","Smith","200.72444","free","San Jose-Sunnyvale-Santa Clara, CA","169","Nobody Puts Baby In The Corner","26"
"M.I.A.","Ryan","M","2","Smith","233.7171","free","San Jose-Sunnyvale-Santa Clara, CA","169","Mango Pickle Down River (With The Wilcannia Mob)","26"
"Survivor","Jayden","M","0","Fox","245.36771","free","New Orleans-Metairie, LA","100","Eye Of The Tiger","101"
"Kenny G","Chloe","F","53","Cuevas","256.57424","paid","San Francisco-Oakland-Hayward, CA","648","Everlasting","49"
"Randy Crawford","Chloe","F","54","Cuevas","251.402","paid","San Francisco-Oakland-Hayward, CA","648","Rio De Janeiro Blue (Album Version)","49"
"Placebo","Chloe","F","55","Cuevas","224.02567","paid","San Francisco-Oakland-Hayward, CA","648","Breathe Underwater","49"
"Poison The Well","Chloe","F","56","Cuevas","184.60689","paid","San Francisco-Oakland-Hayward, CA","648","Riverside","49"
"Justin Bieber","Chloe","F","57","Cuevas","196.88444","paid","San Francisco-Oakland-Hayward, CA","648","U Smile","49"
"Type O Negative","Chloe","F","58","Cuevas","366.23628","paid","San Francisco-Oakland-Hayward, CA","648","Can't Lose You (Album Version)","49"
"The All-American Rejects","Chloe","F","59","Cuevas","260.15302","paid","San Francisco-Oakland-Hayward, CA","648","Happy Endings","49"
"Eminem","Mohammad","M","0","Rodriguez","252.73424","free","Sacramento--Roseville--Arden-Arcade, CA","659","Still Don't Give A Fuck","88"
"Silversun Pickups","Chloe","F","60","Cuevas","353.61914","paid","San Francisco-Oakland-Hayward, CA","648","Growing Old Is Getting Old (Album Version)","49"
"Kid Rock","Chloe","F","61","Cuevas","396.72118","paid","San Francisco-Oakland-Hayward, CA","648","New Orleans (Album Version)","49"
"Clifford Brown","Chloe","F","62","Cuevas","662.83057","paid","San Francisco-Oakland-Hayward, CA","648","Night In Tunisia","49"
"New Found Glory","Chloe","F","63","Cuevas","222.45832","paid","San Francisco-Oakland-Hayward, CA","648","My Friends Over You","49"
"Elton John","Chloe","F","64","Cuevas","417.01832","paid","San Francisco-Oakland-Hayward, CA","648","Song For Guy","49"
"Hot Chip","Chloe","F","65","Cuevas","198.76526","paid","San Francisco-Oakland-Hayward, CA","648","Tchaparian","49"
"Ratatat","Chloe","F","66","Cuevas","226.53342","paid","San Francisco-Oakland-Hayward, CA","648","Loud Pipes","49"
"Tech N9ne","Chloe","F","67","Cuevas","345.5473","paid","San Francisco-Oakland-Hayward, CA","648","Going Bad","49"
"Judy Cheeks","Chloe","F","68","Cuevas","333.08689","paid","San Francisco-Oakland-Hayward, CA","648","So In Love (The Real Deal) (Frankie Foncett Vocal Mix)","49"
"The Offspring","Chloe","F","69","Cuevas","167.65342","paid","San Francisco-Oakland-Hayward, CA","648","Cool To Hate (Album version)","49"
"Arctic Monkeys","Chloe","F","70","Cuevas","177.84118","paid","San Francisco-Oakland-Hayward, CA","648","Fake Tales Of San Francisco (Explicit)","49"
"Pinback","Chloe","F","71","Cuevas","286.56281","paid","San Francisco-Oakland-Hayward, CA","648","Penelope","49"
"Edwyn Collins","Chloe","F","72","Cuevas","235.91138","paid","San Francisco-Oakland-Hayward, CA","648","A Girl Like You","49"
"Air","Chloe","F","73","Cuevas","244.50567","paid","San Francisco-Oakland-Hayward, CA","648","Venus","49"
"Los Lobos","Chloe","F","74","Cuevas","247.74485","paid","San Francisco-Oakland-Hayward, CA","648","Good Morning Aztlan","49"
"Samael","Sylvie","F","0","Cruz","247.09179","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","677","God's Snake","10"
"Infected Mushroom","Kaleb","M","0","Cook","423.6273","free","Yuba City, CA","616","Saeed","54"
"Shaft","Kaleb","M","1","Cook","207.46404","free","Yuba City, CA","616","(Mucho Mambo) Sway","54"
"Coldplay","Kaleb","M","2","Cook","307.51302","free","Yuba City, CA","616","Clocks","54"
"The Kills","Kaleb","M","3","Cook","287.97342","free","Yuba City, CA","616","Wait","54"
"Cut Copy","Kaleb","M","4","Cook","61.962","free","Yuba City, CA","616","We Fight For Diamonds","54"
"Telepath","Kaleb","M","5","Cook","304.19546","free","Yuba City, CA","616","Globalized","54"
"Daddy Yankee","Kaleb","M","6","Cook","214.77832","free","Yuba City, CA","616","Somos De Calle","54"
"Ennio Morricone","Kaleb","M","7","Cook","215.01342","free","Yuba City, CA","616","Chi Mai (El Profesional)","54"
"Moby","Bronson","M","0","Harris","240.74404","free","Eugene, OR","516","In This World","33"
"Plain White T's","Kaleb","M","8","Cook","232.202","free","Yuba City, CA","616","Hey There Delilah","54"
"The Hush Sound","Jordan","F","0","Hicks","192.46975","free","Salinas, CA","581","A Dark Congregation (Album Version)","37"
"OneRepublic","Jordan","F","1","Hicks","212.32281","free","Salinas, CA","581","Goodbye_ Apathy","37"
"Linkin Park","Jizelle","F","1","Benjamin","183.97995","free","Plymouth, IN","354","Runaway (Album Version)","2"
"Inverse","Jizelle","F","2","Benjamin","225.69751","free","Plymouth, IN","354","Spark My Soul (feat. Substantial)","2"
"The Ramones","Jizelle","F","3","Benjamin","210.18077","free","Plymouth, IN","354","Pet Semetary","2"
"iio","Ryan","M","0","Smith","270.36689","free","San Jose-Sunnyvale-Santa Clara, CA","670","Smooth","26"
"Britt Nicole","Jacob","M","0","Klein","247.48363","paid","Tampa-St. Petersburg-Clearwater, FL","518","Say It","73"
"K's Choice","Jacob","M","1","Klein","206.78485","paid","Tampa-St. Petersburg-Clearwater, FL","518","Another Year","73"
"Sound 5","Jacob","M","2","Klein","451.21261","paid","Tampa-St. Petersburg-Clearwater, FL","518","Latin Static","73"
"10cc","Jacob","M","3","Klein","300.40771","paid","Tampa-St. Petersburg-Clearwater, FL","518","Hotel","73"
"Underworld","Jacob","M","4","Klein","700.81261","paid","Tampa-St. Petersburg-Clearwater, FL","518","Born Slippy","73"
"Plastilina Mosh","Jacob","M","5","Klein","222.95465","paid","Tampa-St. Petersburg-Clearwater, FL","518","NiÃÂ±o Bomba","73"
"Billy Idol","Jacob","M","6","Klein","254.01424","paid","Tampa-St. Petersburg-Clearwater, FL","518","Yellin' At The Xmas Tree","73"
"Coko featuring Kirk Franklin","Jacob","M","7","Klein","249.3122","paid","Tampa-St. Petersburg-Clearwater, FL","518","I Get Joy","73"
"Tech N9ne","Jacob","M","8","Klein","301.76608","paid","Tampa-St. Petersburg-Clearwater, FL","518","Thugged-Out","73"
"Kudai","Jacob","M","9","Klein","225.82812","paid","Tampa-St. Petersburg-Clearwater, FL","518","Ya Nada Queda","73"
"Slightly Stoopid","Jacob","M","10","Klein","158.71955","paid","Tampa-St. Petersburg-Clearwater, FL","518","Till It Gets Wet","73"
"The Killers","Jacob","M","11","Klein","254.85016","paid","Tampa-St. Petersburg-Clearwater, FL","518","Daddy's Eyes","73"
"Final Fantasy","Jacob","M","12","Klein","152.97261","paid","Tampa-St. Petersburg-Clearwater, FL","518","None Of You Will Ever See A Penny","73"
"Snow Patrol","Jacob","M","13","Klein","200.93342","paid","Tampa-St. Petersburg-Clearwater, FL","518","Crack The Shutters","73"
"Jorge Drexler","Jacob","M","18","Klein","224.57424","paid","Tampa-St. Petersburg-Clearwater, FL","518","Ganas De Ti (Album Version)","73"
"Emmy The Great","Jacob","M","19","Klein","204.79955","paid","Tampa-St. Petersburg-Clearwater, FL","518","Mia","73"
"Big Tymers / Gotti / TQ / Mikkey","Jacob","M","20","Klein","222.40608","paid","Tampa-St. Petersburg-Clearwater, FL","518","Sunny Day","73"
"Molotov","Jacob","M","21","Klein","210.07628","paid","Tampa-St. Petersburg-Clearwater, FL","518","Frijolero","73"
"Tub Ring","Lily","F","0","Burns","233.69098","free","New York-Newark-Jersey City, NY-NJ-PA","646","Invalid","32"
"Gin Blossoms","Mohammad","M","0","Rodriguez","233.482","free","Sacramento--Roseville--Arden-Arcade, CA","679","Day Job","88"
"Che Sudaka","Jacob","M","22","Klein","160.49587","paid","Tampa-St. Petersburg-Clearwater, FL","518","Bihotza","73"
"Audioslave","Lily","F","1","Burns","273.65832","free","New York-Newark-Jersey City, NY-NJ-PA","646","Yesterday To Tomorrow","32"
"Erin Bode","Jacob","M","23","Klein","252.05506","paid","Tampa-St. Petersburg-Clearwater, FL","518","Here_ There And Everywhere","73"
"Calle 13","Mohammad","M","1","Rodriguez","239.3073","free","Sacramento--Roseville--Arden-Arcade, CA","679","AtrÃÂ©vete te te","88"
"Selena Gomez & The Scene","Lily","F","2","Burns","184.65914","free","New York-Newark-Jersey City, NY-NJ-PA","646","Falling Down","32"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Jacob","M","24","Klein","277.15873","paid","Tampa-St. Petersburg-Clearwater, FL","518","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","73"
"Colbie Caillat","Jacob","M","25","Klein","233.16853","paid","Tampa-St. Petersburg-Clearwater, FL","518","I Never Told You","73"
"The Black Crowes","Jacob","M","26","Klein","223.65995","paid","Tampa-St. Petersburg-Clearwater, FL","518","Mellow Down Easy","73"
"Aloe Blacc","Jacob","M","27","Klein","244.1922","paid","Tampa-St. Petersburg-Clearwater, FL","518","I Need A Dollar","73"
"Datarock","Jacob","M","28","Klein","169.50812","paid","Tampa-St. Petersburg-Clearwater, FL","518","True Stories","73"
"Benjy Ferree","Jacob","M","29","Klein","169.89995","paid","Tampa-St. Petersburg-Clearwater, FL","518","Fear","73"
"Lighter Shade of Brown","Jacob","M","30","Klein","211.85261","paid","Tampa-St. Petersburg-Clearwater, FL","518","Homies","73"
"Kinky","Jacob","M","31","Klein","190.92853","paid","Tampa-St. Petersburg-Clearwater, FL","518","Soun Tha Mi Primer Amor","73"
"Pepper","Jacob","M","32","Klein","139.98975","paid","Tampa-St. Petersburg-Clearwater, FL","518","Blackout","73"
"Lionel Richie","Jacob","M","33","Klein","249.62567","paid","Tampa-St. Petersburg-Clearwater, FL","518","Hello","73"
"Fat Freddys Drop","Jacob","M","34","Klein","431.28118","paid","Tampa-St. Petersburg-Clearwater, FL","518","The Raft","73"
"Aqua","Jacob","M","35","Klein","201.92608","paid","Tampa-St. Petersburg-Clearwater, FL","518","Doctor Jones","73"
"Arctic Monkeys","Jacob","M","36","Klein","193.43628","paid","Tampa-St. Petersburg-Clearwater, FL","518","From The Ritz To The Rubble","73"
"The Crests","Avery","F","3","Watkins","182.88281","paid","San Jose-Sunnyvale-Santa Clara, CA","629","16 Candles","30"
"Onra","Jacob","M","37","Klein","120.94649","paid","Tampa-St. Petersburg-Clearwater, FL","518","TAKE A RIDE","73"
"Jets To Brazil","Jacob","M","38","Klein","305.73669","paid","Tampa-St. Petersburg-Clearwater, FL","518","Cat Heaven","73"
"Extreme","Avery","F","4","Watkins","238.99383","paid","San Jose-Sunnyvale-Santa Clara, CA","629","More Than Words","30"
"John Mayer","Avery","F","5","Watkins","269.71383","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Heartbreak Warfare","30"
"The Knife","Jacob","M","39","Klein","292.54485","paid","Tampa-St. Petersburg-Clearwater, FL","518","Silent Shout","73"
"Nelson Ned","Avery","F","6","Watkins","187.24526","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Eu Gosto Tanto De Voce","30"
"The Mars Volta","Jacob","M","40","Klein","472.39791","paid","Tampa-St. Petersburg-Clearwater, FL","518","With Twilight as My Guide","73"
"Cyan Velvet Project","Avery","F","7","Watkins","205.16526","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Dead Skin (edit)","30"
"Tub Ring","Avery","F","8","Watkins","233.69098","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Invalid","30"
"Thee Silver Mountain Reveries","Jacob","M","41","Klein","587.38893","paid","Tampa-St. Petersburg-Clearwater, FL","518","Microphones in the Trees","73"
"Red Hot Chili Peppers","Avery","F","9","Watkins","334.65424","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Snow [Hey Oh] (Album Version)","30"
"Metallica","Jacob","M","42","Klein","515.21261","paid","Tampa-St. Petersburg-Clearwater, FL","518","Master Of Puppets","73"
"Bikini Kill","Jacob","M","43","Klein","149.81179","paid","Tampa-St. Petersburg-Clearwater, FL","518","Reject All American","73"
"The Black Keys","Jacob","M","44","Klein","204.59057","paid","Tampa-St. Petersburg-Clearwater, FL","518","Every Lasting Light","73"
"Jake Hess","Jacob","M","45","Klein","199.26159","paid","Tampa-St. Petersburg-Clearwater, FL","518","You And Me Jesus","73"
"B.o.B","Jacob","M","46","Klein","269.63546","paid","Tampa-St. Petersburg-Clearwater, FL","518","Nothin' On You [feat. Bruno Mars] (Album Version)","73"
"Collective Soul","Jacob","M","47","Klein","155.29751","paid","Tampa-St. Petersburg-Clearwater, FL","518","Reunion (LP Version)","73"
"Three Drives","Jacob","M","48","Klein","411.6371","paid","Tampa-St. Petersburg-Clearwater, FL","518","Greece 2000","73"
"Vanity Fare","Jacob","M","49","Klein","152.86812","paid","Tampa-St. Petersburg-Clearwater, FL","518","Early In The Morning","73"
"Drake / Kanye West / Lil Wayne / Eminem","Jacob","M","50","Klein","357.66812","paid","Tampa-St. Petersburg-Clearwater, FL","518","Forever","73"
"Aleks Syntek","Stefany","F","1","White","300.14649","free","Lubbock, TX","649","Tu Necesitas (2008 Digital Remaster)","83"
"The Grapes Of Wrath","Stefany","F","2","White","138.05669","free","Lubbock, TX","649","All The Things I Wasn't","83"
"Rilo Kiley","Stefany","F","3","White","215.64036","free","Lubbock, TX","649","Silver Lining (Album Version)","83"
"Lonnie Gordon","Stefany","F","4","White","181.21098","free","Lubbock, TX","649","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","83"
"Matt Costa","Ava","F","0","Robinson","246.02077","free","New Haven-Milford, CT","669","Unfamiliar Faces","50"
"Capital Inicial","Jaleah","F","0","Hayes","228.67546","paid","San Antonio-New Braunfels, TX","113","FÃÂ¡tima","70"
"A Day To Remember","Jaleah","F","2","Hayes","243.22567","paid","San Antonio-New Braunfels, TX","113","If It Means A Lot To You","70"
"Jack Johnson","Jaleah","F","3","Hayes","236.93016","paid","San Antonio-New Braunfels, TX","113","Bubble Toes","70"
"Gorillaz","Jaleah","F","4","Hayes","246.17751","paid","San Antonio-New Braunfels, TX","113","DARE","70"
"Jason Mraz","Jaleah","F","5","Hayes","220.18567","paid","San Antonio-New Braunfels, TX","113","You And I Both (LP Version)","70"
"Ligabue","Jaleah","F","6","Hayes","246.20363","paid","San Antonio-New Braunfels, TX","113","I duri hanno due cuori","70"
"Steve Miller Band","Jaleah","F","7","Hayes","306.23302","paid","San Antonio-New Braunfels, TX","113","Abracadabra","70"
"38 Special","Jaleah","F","8","Hayes","280.76363","paid","San Antonio-New Braunfels, TX","113","Caught Up In You","70"
"Wonderwall","Jaleah","F","9","Hayes","281.02485","paid","San Antonio-New Braunfels, TX","113","Just More (Album Version)","70"
"Pepper","Jaleah","F","10","Hayes","166.32118","paid","San Antonio-New Braunfels, TX","113","Slave","70"
"Buckcherry","Jaleah","F","11","Hayes","208.66567","paid","San Antonio-New Braunfels, TX","113","Next 2 You (Album Version)","70"
"Travie McCoy","Jaleah","F","12","Hayes","211.12118","paid","San Antonio-New Braunfels, TX","113","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","70"
"OneRepublic","Jaleah","F","13","Hayes","224.67873","paid","San Antonio-New Braunfels, TX","113","Secrets","70"
"Hawk Nelson","Chloe","F","0","Cuevas","174.81098","paid","San Francisco-Oakland-Hayward, CA","680","California","49"
"Pearl Jam","Jaleah","F","14","Hayes","258.48118","paid","San Antonio-New Braunfels, TX","113","Faithful","70"
"JOSEF LOCKE & ORCHESTRA","Chloe","F","1","Cuevas","166.26893","paid","San Francisco-Oakland-Hayward, CA","680","How Can You Buy Killarney (1992 Digital Remaster)","49"
"Project 86","Chloe","F","2","Cuevas","777.58649","paid","San Francisco-Oakland-Hayward, CA","680","Twenty Three (LP Version)","49"
"Daft Punk","Jaleah","F","15","Hayes","536.13669","paid","San Antonio-New Braunfels, TX","113","Revolution 909 (Roger Sanchez Remix)","70"
"38 Special","Jaleah","F","16","Hayes","280.76363","paid","San Antonio-New Braunfels, TX","113","Caught Up In You","70"
"Creedence Clearwater Revival","Chloe","F","4","Cuevas","186.51383","paid","San Francisco-Oakland-Hayward, CA","680","Proud Mary","49"
"Ill Nino","Jaleah","F","17","Hayes","175.22893","paid","San Antonio-New Braunfels, TX","113","My Resurrection (Album Version)","70"
"The Police","Chloe","F","5","Cuevas","289.85424","paid","San Francisco-Oakland-Hayward, CA","680","So Lonely","49"
"Bitter:Sweet","Jaleah","F","18","Hayes","160.78322","paid","San Antonio-New Braunfels, TX","113","Take 2 Blue","70"
